#start,Walk in the woods,,,,
10/04/2015,23:42:28,69,30.2553368,-97.83891084,239.5
10/04/2015,23:43:05,87,30.25499189,-97.83913958,239
10/04/2015,23:43:15,132,30.25469617,-97.83931962,239
10/04/2015,23:43:34,156,30.2541537,-97.83977501,239.5
10/04/2015,23:43:46,154,30.2539506,-97.84007056,239.5
10/04/2015,23:43:58,151,30.25408605,-97.84042344,239.5
10/04/2015,23:44:12,146,30.25409687,-97.84091218,239.5
10/04/2015,23:44:39,139,30.25441437,-97.84136062,241.9
10/04/2015,23:45:12,141,30.25468058,-97.84190049,242.9
10/04/2015,23:45:40,149,30.25502592,-97.84257658,244.3
10/04/2015,23:46:04,154,30.2553161,-97.84285637,246.2
10/04/2015,23:46:40,149,30.25562732,-97.84329977,247.2
10/04/2015,23:46:54,146,30.25576579,-97.84372373,247.7
10/04/2015,23:47:26,142,30.25602437,-97.8443688,248.6
10/04/2015,23:49:37,138,30.25639485,-97.84426947,248.6
10/04/2015,23:50:15,139,30.25674991,-97.84409865,250.1
10/04/2015,23:51:59,139,30.25742633,-97.84399136,254.4
10/04/2015,23:52:46,139,30.25795967,-97.84403738,256.3
10/04/2015,23:53:16,135,30.25832386,-97.8438917,257.3
10/04/2015,23:53:46,132,30.2585459,-97.84358526,257.8
10/04/2015,23:54:58,128,30.25880817,-97.84333305,256.3
10/04/2015,23:56:02,129,30.25924009,-97.84268571,251
10/04/2015,23:56:16,129,30.25931754,-97.84224994,246.7
10/04/2015,23:56:32,140,30.25918963,-97.84162297,246.2
10/04/2015,23:56:46,140,30.25890347,-97.84110086,244.3
10/04/2015,23:56:59,140,30.2585977,-97.84063709,244.3
10/04/2015,23:57:07,140,30.25832353,-97.84042838,240.9
10/04/2015,23:57:29,142,30.25751132,-97.8403568,243.8
10/04/2015,23:57:58,141,30.2571685,-97.84041681,245.3
10/04/2015,23:58:16,146,30.25644263,-97.84040466,242.4
10/04/2015,23:58:26,146,30.25598464,-97.84015069,240.5
10/04/2015,23:58:38,148,30.25558147,-97.83964467,236.6
10/04/2015,23:58:54,153,30.25533295,-97.83904905,236.1
#start,Run around the block,,,,
12/04/2015,22:00:42,157,30.245576,-97.823843,220.3
12/04/2015,22:02:24,156,30.246356,-97.823326,220.3
12/04/2015,22:03:28,153,30.246539,-97.821931,209.7
12/04/2015,22:04:15,149,30.247105,-97.821064,207.8
12/04/2015,22:06:45,147,30.247719,-97.820641,205.4
12/04/2015,22:08:42,143,30.248482,-97.820708,207.3
12/04/2015,22:09:41,143,30.24915,-97.820722,206.8
#start,Walk in the woods,,,,
28/03/2015,23:04:11,89,30.274002,-97.844719,174.6
28/03/2015,23:05:09,107,30.27426,-97.844316,174.6
28/03/2015,23:05:51,120,30.273787,-97.843643,175.1
28/03/2015,23:06:07,119,30.273475,-97.843277,175.6
28/03/2015,23:06:47,121,30.273733,-97.843605,173.7
28/03/2015,23:07:15,133,30.273675,-97.842975,175.1
28/03/2015,23:08:02,134,30.274052,-97.842084,173.2
28/03/2015,23:09:38,139,30.274537,-97.841653,177
28/03/2015,23:14:50,140,30.274531,-97.841082,172.2
28/03/2015,23:17:58,140,30.274641,-97.840294,174.6
28/03/2015,23:18:16,142,30.274902,-97.839951,175.1
28/03/2015,23:18:43,141,30.275228,-97.839577,174.6
28/03/2015,23:19:25,141,30.275136,-97.839043,174.1
28/03/2015,23:19:58,145,30.275244,-97.838438,174.6
28/03/2015,23:20:36,148,30.275119,-97.837629,175.1
28/03/2015,23:21:15,143,30.274984,-97.837104,174.6
28/03/2015,23:21:55,142,30.274645,-97.837325,176.5
28/03/2015,23:22:31,139,30.274216,-97.836954,178.5
28/03/2015,23:22:49,136,30.274067,-97.836412,178
28/03/2015,23:23:06,142,30.273898,-97.835959,178.5
28/03/2015,23:23:21,148,30.273798,-97.835353,177
28/03/2015,23:23:41,151,30.273329,-97.835439,178.9
28/03/2015,23:24:08,152,30.272751,-97.834934,178
28/03/2015,23:24:20,154,30.272527,-97.834623,178
28/03/2015,23:24:32,150,30.272308,-97.834251,178.9
28/03/2015,23:24:47,149,30.271898,-97.833803,178.9
28/03/2015,23:25:00,146,30.271617,-97.833398,176.5
28/03/2015,23:25:12,150,30.271405,-97.833018,177
28/03/2015,23:25:31,155,30.271261,-97.832363,175.6
28/03/2015,23:31:46,154,30.270754,-97.831695,172.7
28/03/2015,23:32:12,137,30.270315,-97.831443,173.7
28/03/2015,23:34:12,146,30.269917,-97.830832,171.3
28/03/2015,23:35:00,153,30.270063,-97.831207,174.1
#start,Longer run,,,,
21/04/2015,22:04:38,87,30.255525,-97.838675,235.7
21/04/2015,22:04:51,141,30.255945,-97.838526,235.2
21/04/2015,22:05:00,152,30.256315,-97.83832,235.2
21/04/2015,22:05:02,142,30.256409,-97.838319,235.7
21/04/2015,22:05:07,134,30.256622,-97.838232,234.7
21/04/2015,22:05:10,127,30.256738,-97.838154,234.7
21/04/2015,22:05:15,125,30.256902,-97.838081,234.7
21/04/2015,22:05:26,125,30.257215,-97.837766,234.7
21/04/2015,22:05:27,124,30.257247,-97.837733,235.7
21/04/2015,22:05:30,124,30.257328,-97.83762,233.7
21/04/2015,22:05:34,132,30.257429,-97.837456,234.2
21/04/2015,22:05:36,149,30.257458,-97.837392,235.2
21/04/2015,22:05:49,154,30.257746,-97.836929,232.3
21/04/2015,22:05:53,159,30.257825,-97.836747,232.3
21/04/2015,22:06:14,162,30.258333,-97.835764,229.4
21/04/2015,22:06:31,163,30.258703,-97.834978,228
21/04/2015,22:06:35,163,30.258793,-97.834811,228.9
21/04/2015,22:06:38,165,30.258844,-97.834667,227.5
21/04/2015,22:07:03,166,30.259259,-97.83373,226.5
21/04/2015,22:07:10,166,30.25942,-97.833469,225.6
21/04/2015,22:07:57,167,30.260166,-97.831783,224.6
21/04/2015,22:08:13,166,30.260453,-97.831248,222.7
21/04/2015,22:08:25,161,30.260682,-97.830805,222.2
21/04/2015,22:08:45,153,30.261003,-97.830117,220.3
21/04/2015,22:08:56,149,30.261224,-97.829809,219.8
21/04/2015,22:09:00,144,30.261291,-97.829639,219.8
21/04/2015,22:09:09,142,30.261488,-97.829233,218.4
21/04/2015,22:09:15,138,30.261697,-97.829048,217.4
21/04/2015,22:09:21,135,30.261886,-97.828882,217.4
21/04/2015,22:09:26,137,30.261894,-97.828636,216.4
21/04/2015,22:09:32,136,30.262,-97.828447,216.4
21/04/2015,22:09:36,138,30.262018,-97.828328,216
21/04/2015,22:09:46,134,30.262177,-97.827868,216
21/04/2015,22:09:50,131,30.262281,-97.827701,216
21/04/2015,22:09:55,132,30.262392,-97.82743,215
21/04/2015,22:10:15,131,30.262781,-97.826483,215.5
21/04/2015,22:10:28,132,30.262962,-97.826045,215
21/04/2015,22:10:40,132,30.263098,-97.825815,215
21/04/2015,22:10:57,142,30.263104,-97.825801,215
21/04/2015,22:12:19,142,30.26317,-97.825688,214.5
21/04/2015,22:12:32,138,30.263299,-97.825401,211.6
21/04/2015,22:12:42,134,30.26342,-97.82513,208.3
21/04/2015,22:12:51,130,30.263528,-97.824907,203.9
